fLength,fWidth,fM3Trans,fDist,class
13.0312,11.0411,10.8163,239.112,g
75.6488,25.0647,14.0923,205.717,g
28.4739,21.0753,14.8485,232.186,g
35.3572,11.5794,-11.6236,67.1247,g
73.5967,26.9708,-21.7421,305.044,g
20.5116,12.1955,-10.8397,140.762,g
92.9499,23.5875,22.43,224.661,g
32.5567,25.388,-17.836,101.115,g
19.5532,15.7328,-8.1299,82.8225,g
38.7504,15.501,11.4233,175.622,g
35.2056,17.0257,7.967,251.915,g
82.6024,30.4191,20.5523,260.119,g
23.9355,15.7287,7.0833,211.768,g
30.1416,10.7753,8.6513,187.272,g
32.9345,13.6783,6.8767,182.668,g
21.1715,10.7098,10.0412,240.368,g
13.8233,12.5331,8.0159,161.578,g
23.921,0,0,104.421,g
16.4797,10.9804,8.2507,104.685,g
30.6697,21.2076,-8.1886,102.192,g
67.4796,23.4741,-5.279,306.191,g
22.9965,11.3488,6.5046,182.313,g
42.9665,19.5815,9.8792,174.968,g
52.4187,19.3451,-12.3085,283.81,g
30.1648,16.639,9.4955,111.562,g
37.8219,18.562,9.3195,177.772,g
60.0411,21.6466,15.346,242.922,g
98.2466,18.6156,-10.1682,166.668,g
29.2222,13.9091,-10.0525,161.469,g
75.5326,29.0068,21.1596,365.045,g
36.0383,14.4691,11.2548,188.978,g
22.0289,12.2913,7.0626,192.382,g
21.0002,7.1029,-6.1514,162.608,g
86.4233,23.8555,-9.5435,321.665,g
51.1033,31.5236,21.0076,140.58,g
25.3189,15.0721,-8.351,164.355,g
21.9405,20.8778,-10.6995,117.59,g
87.4239,33.5032,16.0306,205.141,g
32.8292,21.0823,-5.0925,117.168,g
60.5508,24.4487,-17.4254,144.592,g
25.2385,17.4634,5.9767,189.923,g
49.9684,21.4109,-19.1549,83.7544,g
33.7439,17.0712,-8.7999,162.56,g
21.0982,12.5113,8.0292,136.194,g
73.334,25.3116,-15.1066,201.984,g
27.1226,18.3417,15.0415,50.5404,g
19.7929,7.0144,4.6913,175.94,g
23.697,18.1577,15.5807,126.365,g
83.5371,21.4058,-10.778,273.526,g
24.1291,12.3616,-8.7257,84.6768,g
59.5815,20.1643,18.0153,346.257,g
22.451,5.9922,-6.6888,111.205,g
90.8667,72.8105,-90.5671,304.935,g
76.8048,9.1501,-6.6689,161.849,g
25.326,14.5831,-11.9939,141.715,g
94.2778,37.8911,-13.14,256.87,g
48.4923,35.2073,-27.8942,65.9426,g
28.4789,11.7322,9.2993,137.655,g
60.9957,24.6287,-17.8155,189.411,g
50.6334,18.906,-11.0617,261.181,g
25.2943,0,-11.2426,78.0593,g
20.73,11.4297,-2.7731,61.5102,g
26.5324,15.6665,8.9914,162.96,g
25.667,20.5174,-13.6901,40.8072,g
52.5569,19.0896,5.2874,230.092,g
52.7057,20.4083,18.615,282.408,g
36.5987,24.2627,-16.0361,105.189,g
23.6343,12.6911,3.6345,134.229,g
38.8888,9.1549,5.205,222.013,g
12.9066,11.3002,-10.2,122.52,g
12.9947,9.5535,9.7537,127.814,g
57.113,18.8026,-16.7384,178.273,g
86.2726,38.3756,14.5319,187.745,g
12.7921,11.531,10.151,104.109,g
32.6392,12.6984,-6.4239,229.991,g
23.2129,9.9944,10.502,153.643,g
29.0806,14.9597,-10.4324,156.948,g
38.3943,12.6363,8.9031,51.4363,g
23.6195,21.7005,-20.1706,177.053,g
77.8167,13.399,-11.3003,161.803,g
70.4771,24.1708,18.376,262.875,g
33.7665,12.5262,7.1987,215.938,g
13.2632,10.7133,-11.8587,167.552,g
40.634,17.7428,13.8534,139.117,g
69.5501,24.6282,14.3879,241.037,g
20.8245,15.2367,9.1903,137.158,g
23.801,13.9841,-7.0968,229.12,g
54.1577,16.7564,13.195,206.252,g
20.2048,12.6641,-5.547,196.745,g
23.6517,16.7376,-10.0562,197.083,g
71.7643,25.328,13.0951,221.046,g
21.9922,6.5944,-6.6407,210.137,g
29.2277,22.3943,-19.204,164.089,g
33.0294,18.541,6.0778,140.145,g
66.4048,29.6975,24.2529,252.138,g
22.8715,10.1929,-6.3559,55.7284,g
41.7541,9.6036,5.8015,72.9465,g
28.2857,9.793,6.6437,221.949,g
22.6779,10.599,6.6627,142.218,g
122.948,20.6215,12.7635,158.745,g
69.7459,22.049,-9.5143,193.624,g
29.9259,9.5265,-5.2099,218.329,g
65.9296,14.6512,11.9036,268.384,g
77.7362,37.784,16.1544,235.566,g
27.0711,15.1222,-11.3366,104.732,g
51.9744,13.3012,10.7901,174.283,g
90.3487,25.9285,14.5935,362.077,g
34.5681,20.4939,-15.4752,253.423,g
17.0805,10.5225,8.0122,169.496,g
20.0619,12.7981,8.6563,146.878,g
51.6256,17.1391,8.2603,201.673,g
97.1789,46.4076,33.6326,315.628,g
25.7782,11.2053,-10.127,123.181,g
97.9746,29.9839,-6.7243,300.48,g
16.7618,7.1765,-5.8627,189.14,g
85.4547,21.6505,8.4555,226.328,g
40.3164,24.6091,-7.4747,109.26,g
43.3974,19.4381,19.0634,262.02,g
57.7688,20.6811,-14.2911,206.165,g
35.1185,25.9444,9.6784,57.7733,g
12.7148,11.6813,-11.411,200.364,g
50.6955,34.9227,22.3072,127.808,g
29.9668,22.4826,-3.6662,78.379,g
33.5641,17.9922,11.0277,110.032,g
76.5021,16.5627,-5.4465,219.806,g
35.3659,13.6076,-11.2864,121.49,g
64.6156,19.2661,-16.7622,298.281,g
39.5884,21.688,10.7629,220.991,g
76.3866,33.6676,-21.8353,377.974,g
101.348,31.8718,-17.4249,326.7,g
84.6226,22.9811,14.841,317.619,g
28.1067,20.2598,-12.753,95.6755,g
47.9495,27.7213,17.5218,178.368,g
77.9319,17.92,-4.8396,255.975,g
19.2551,12.9344,-6.4309,183.779,g
96.782,37.3148,-28.766,361.436,g
13.1404,10.8527,-11.3646,222.525,g
36.7277,7.0838,6.2712,209.021,g
23.0564,15.9993,-11.0232,100.764,g
76.0232,30.3184,24.9997,275.933,g
20.003,7.3665,5.3228,65.3452,g
28.1337,24.6901,18.395,139.718,g
78.0294,26.5101,-23.5879,246.387,g
26.3868,14.3729,-8.1373,167.917,g
23.6155,14.2856,-9.8192,132.275,g
20.968,6.9982,6.0936,275.281,g
21.2683,11.3159,-8.6881,128.224,g
39.168,12.3841,-7.0187,207.379,g
22.7903,9.9419,10.8571,155.096,g
33.2984,13.1378,-9.659,179.514,g
19.2101,9.7685,2.4074,169.085,g
55.4407,23.4394,8.5967,256.896,g
19.6129,6.9686,4.3106,87.9476,g
22.9349,13.1887,8.3815,177.369,g
53.1674,22.5707,-7.1868,178.844,g
14.1318,12.5844,-3.5628,133.667,g
78.1426,26.3377,17.8324,268.889,g
58.6891,15.5086,-9.1711,266.071,g
18.3943,10.5553,-4.2092,204.124,g
82.9364,9.0892,-7.1966,291.249,g
20.5656,10.0671,-2.1569,190.704,g
114.049,38.2401,-20.6083,326.321,g
81.0836,26.7411,-12.8289,320.165,g
78.8048,17.2633,12.1281,283.529,g
122.173,36.5418,16.4024,228.212,g
21.0734,9.9977,-10.6673,115.687,g
62.5184,30.9783,-19.0132,150.077,g
99.9956,16.1585,-8.6632,250.276,g
17.6269,10.6514,7.0149,143.435,g
24.8503,16.7782,14.6788,116.31,g
25.4301,14.9489,15.2313,117.678,g
24.8547,10.3282,-2.3673,178.003,g
37.716,19.0122,9.5223,85.0906,g
23.8054,14.5329,2.8554,241.274,g
20.473,7.1644,-5.6959,206.592,g
19.0013,7.4775,3.8661,181.235,g
39.5886,15.164,7.9138,209.946,g
32.2223,21.9359,-7.2758,45.272,g
50.9134,24.0733,15.4718,319.404,g
25.5196,12.04,-7.284,219.704,g
12.4763,11.9939,-8.6522,150.341,g
24.4245,13.3525,-11.3146,152.057,g
34.6213,21.7278,13.0476,158.136,g
27.054,9.966,-7.1238,67.5566,g
20.7843,15.7948,7.5164,222.374,g
32.9417,13.3494,12.4638,216.467,g
23.908,21.7195,12.4132,115.998,g
53.9293,12.3776,2.3665,222.206,g
35.1787,11.1372,-6.7593,238.396,g
40.7859,18.2538,-6.7613,162.081,g
42.2414,21.1756,13.4891,136.238,g
20.1906,7.3261,-5.505,80.6607,g
36.0844,29.3736,16.044,72.6497,g
28.4858,9.5755,6.6867,72.355,g
26.175,19.6693,-15.2901,116.013,g
21.9209,17.3337,-18.6644,183.242,g
56.0434,23.3478,-16.0983,193.002,g
17.2893,11.0976,5.4249,144.308,g
13.0183,10.6743,8.3499,60.9388,g
18.3014,10.5804,-4.4036,135.053,g
90.4316,22.0719,13.1124,285.011,g
30.147,12.4679,-8.1708,193.48,g
39.7431,20.2266,8.7425,93.2771,g
19.5137,12.793,-4.2375,111.286,g
19.2243,12.8361,7.3655,165.48,g
70.0891,22.8547,9.046,226.962,g
80.9416,26.1937,22.9385,275.661,g
89.4871,33.6833,-29.4768,280.334,g
25.7564,14.637,13.0604,88.191,g
19.9642,9.4513,-4.1738,37.8255,g
33.597,20.1501,12.0199,183.665,g
41.9039,22.8557,11.2691,137.388,g
20.3372,11.4987,-8.4367,155.851,g
62.152,20.0991,11.2754,231.634,g
71.6516,24.2203,-18.0125,253.24,g
53.0943,17.864,-9.3369,228.529,g
38.726,21.9505,15.0785,142.506,g
39.1899,16.9555,-7.664,180.757,g
22.793,16.3756,11.8048,176.007,g
19.6241,9.4747,2.054,88.6241,g
29.3345,12.0211,-8.0449,197.788,g
35.8676,29.0348,-28.3054,152.473,g
19.8075,17.3821,6.4482,53.1241,g
31.9741,13.4303,7.6096,161.501,g
73.4805,24.7023,-10.4412,292.242,g
27.5751,15.389,-11.0175,191.692,g
21.2302,12.2991,-10.8021,165.158,g
67.2833,16.4001,-12.2699,223.46,g
17.9813,11.4675,-9.2546,222.082,g
51.4989,21.972,-13.8495,228.885,g
27.6461,12.1572,-8.1852,204.639,g
50.3517,12.7905,8.0301,179.122,g
35.4783,19.0951,-12.5216,49.4711,g
20.6633,7.0348,5.837,39.0858,g
66.8036,32.9765,10.4774,148.576,g
42.8176,17.5801,-12.3568,125.49,g
42.2579,14.4969,11.2349,211.327,g
45.9243,16.9284,7.9519,170.324,g
13.7355,12.6004,-7.6312,215.582,g
50.8677,16.8387,9.487,250.947,g
19.1799,15.8771,8.2466,132.254,g
72.0069,21.5892,-13.504,236.244,g
20.4253,11.3342,6.8393,121.818,g
35.1147,17.8008,8.3877,142.507,g
63.4296,28.0962,19.5156,123.3,g
22.9384,16.139,13.3976,217.072,g
23.7726,17.4862,-12.5744,172.186,g
27.3639,11.9915,10.5561,168.006,g
44.089,21.713,13.508,213.798,g
24.2385,10.9437,-5.7577,178.879,g
83.6943,33.9954,-22.188,258.032,g
75.183,28.4251,25.7463,257.119,g
13.0916,10.5668,9.9715,216.562,g
68.7734,19.1491,-17.3409,243.143,g
45.2392,16.3478,-9.6365,233.861,g
38.0849,15.3034,9.3065,137.099,g
37.8354,21.0487,7.7546,304.316,g
20.1179,7.2985,-5.3881,179.276,g
86.049,28.6534,-16.6192,269.68,g
25.3754,16.527,10.4355,46.4068,g
31.0413,19.4515,-11.5324,158.619,g
13.1215,10.5458,10.3392,72.2829,g
33.954,20.0717,-19.275,195.102,g
70.8359,12.4758,-6.4622,166.39,g
12.9838,11.2601,-11.7837,222.705,g
25.7371,16.4992,-8.9524,152.866,g
20.0697,11.5594,-8.4031,193.316,g
12.6609,11.7501,10.6046,165.812,g
55.48,27.1606,13.7406,262.181,g
23.578,10.5395,-6.9925,178.901,g
62.9629,19.3932,-21.8587,318.393,g
40.9514,16.0836,-4.2558,208.521,g
82.5928,29.2513,-14.8785,269.966,g
30.288,12.8258,6.5964,229.35,g
47.4802,15.9885,7.919,160.624,g
24.8332,19.3293,-15.4644,194.34,g
22.3788,12.8508,-8.4161,65.7385,g
21.4765,12.0621,-7.7419,209.941,g
21.4104,6.9318,6.3929,207.262,g
27.7507,7.6265,6.1881,80.8787,g
44.2587,17.7969,-15.61,280.737,g
20.2904,7.1413,5.4784,158.389,g
128.736,31.633,16.7206,256.589,g
81.5461,29.1223,-10.5677,256.98,g
48.1845,20.7749,-16.5255,234.827,g
12.717,11.6409,6.8921,73.9106,g
28.0113,11.9892,-10.1259,171.008,g
25.9722,22.4209,22.694,361.282,g
24.2267,17.1977,9.9375,162.993,g
31.4413,21.7385,13.5577,243.982,g
32.0451,24.6035,-21.1269,51.9804,g
12.6216,11.8114,-11.2908,166.29,g
40.5301,18.7265,-11.3333,132.051,g
31.1721,16.9447,-6.909,59.6816,g
24.398,14.5592,11.2114,74.3741,g
17.8001,10.926,2.386,194.898,g
57.3306,29.0383,15.973,185.352,g
17.3904,10.7534,6.1702,208.754,g
29.7596,11.4809,9.8535,194.645,g
45.1827,17.8152,-15.131,212.939,g
13.1792,10.7678,11.4323,72.3157,g
24.8264,14.2815,8.9713,186.324,g
26.4601,15.9796,4.5312,39.9789,g
29.4939,11.5493,9.859,134.075,g
68.0548,23.1127,10.7158,231.498,g
54.4773,14.0922,-6.2183,225.478,g
27.4917,8.5165,1.7764,90.3423,g
21.3893,11.3137,-7.4647,236.686,g
27.3017,9.517,6.761,201.573,g
25.6681,12.7911,-2.5865,160.575,g
35.725,12.8922,7.7751,215.597,g
80.4112,24.739,20.6243,276.139,g
48.8212,20.0793,20.191,239.736,g
23.4223,19.1572,-11.8584,45.9802,g
20.3391,11.3634,11.0184,103.028,g
13.143,10.6903,10.8793,253.924,g
54.5887,26.6943,-18.7182,146.312,g
13.2257,10.8071,11.8949,197.707,g
38.7068,19.8195,16.3522,206.449,g
57.2016,37.1188,-13.8653,105.116,g
15.9514,10.8444,9.0151,147.396,g
30.2259,15.854,8.1954,129.45,g
12.8863,11.4236,0,68.3739,g
30.205,18.8821,13.0695,132.841,g
49.5794,15.9478,8.9217,212.226,g
42.1944,19.7686,17.5866,186.229,g
47.1947,13.5593,10.8153,158.679,g
20.1174,12.5429,9.1758,176.131,g
44.4789,17.0523,-9.0242,139.356,g
16.9577,11.2403,-5.9002,41.8865,g
49.257,18.4276,-20.3946,273.062,g
21.1286,12.6477,5.9315,173.304,g
34.5018,31.5869,-19.9453,208.947,g
16.2593,11.537,-6.9955,218.453,g
24.5405,12.1091,-9.0567,153.935,g
80.8604,19.5553,18.3933,257.499,g
39.0013,22.9181,13.4544,208.241,g
31.7983,23.0585,14.6623,80.9176,g
46.3042,26.6742,-18.8549,137.225,g
28.212,16.2969,13.1331,255.264,g
67.214,18.1793,16.8905,281.418,g
21.5294,15.7955,-11.8241,69.319,g
30.2028,17.583,-10.938,140.066,g
79.8632,29.7308,16.1367,241.144,g
34.6876,12.4005,8.8459,131.332,g
73.1647,32.2813,20.4569,244.058,g
44.91,11.8501,7.7625,224.676,g
33.4674,14.8588,4.5012,216.285,g
47.5439,16.8095,-8.742,222.749,g
20.3329,17.3059,12.8626,164.024,g
21.308,12.3983,4.747,151.445,g
103.362,21.7072,-13.1332,158.329,g
30.1359,10.9027,-8.0895,202.662,g
48.2843,20.638,-12.6387,262.28,g
20.121,11.0904,-9.7232,159.089,g
26.9596,13.9185,-13.633,194.285,g
83.5165,35.8008,27.5893,205.303,g
34.6851,29.3093,-10.0661,131.707,g
31.7635,11.2963,-3.8177,123.705,g
28.7588,18.1323,-15.3651,139.741,g
65.5949,21.5734,8.9768,262.328,g
57.278,13.6043,9.8678,264.794,g
37.8025,24.197,12.6484,206.205,g
70.6232,30.1373,17.1598,229.754,g
12.9367,11.2268,-10.176,234.154,g
95.0375,22.3456,-11.8751,278.957,g
56.0181,14.48,-9.2597,144.29,g
13.1723,10.8774,-11.7428,123.904,g
24.0549,12.8361,-5.4819,140.654,g
43.2637,16.634,-13.6273,169.08,g
81.6199,18.4244,8.1845,217.098,g
20.7112,7.1883,5.9437,280.767,g
19.1862,10.058,-4.2899,181.184,g
34.9374,14.2446,10.5688,179.785,g
37.3655,20.6959,-16.2018,100.993,g
40.6129,23.8845,-18.286,184.776,g
32.3678,11.5595,11.6078,208.17,g
76.1863,23.8936,19.0822,310.868,g
29.8518,17.3653,12.2439,213.752,g
40.1099,23.8657,-13.9909,109.997,g
27.3044,7.4979,-2.9807,171.721,g
24.1739,10.6332,7.1153,192.505,g
34.8614,18.8957,9.0215,198.03,g
24.0236,15.8415,4.4604,132.411,g
88.2815,26.2446,14.9076,274.93,g
77.4396,22.4015,-15.0298,222.15,g
12.9651,11.1028,-9.5272,239.576,g
17.497,7.4656,4.2772,164.397,g
30.4831,19.2097,20.255,167.261,g
19.5431,14.8619,6.6534,212.695,g
40.1108,7.4124,-4.242,181.725,g
16.8273,11.1407,-6.662,43.1147,g
26.5687,25.7407,19.2015,208.235,g
20.0717,7.297,-5.3276,177.989,g
23.0885,12.9505,5.69,95.7283,g
155.358,19.8502,-18.4764,193.741,g
28.7802,15.2527,-10.5433,164.68,g
20.2891,9.1077,9.7056,205.507,g
43.6408,30.945,-3.7498,138.003,g
77.192,16.2878,-7.8153,254.59,g
31.4615,12.4865,9.9534,182.434,g
39.0094,20.8056,-9.5172,175.655,g
19.6098,10.781,7.8383,122.995,g
91.0539,19.4314,-4.0488,205.305,g
28.1608,24.4385,-17.0894,65.1213,g
22.8063,12.7629,-7.5697,116.964,g
24.9637,19.8953,4.4835,164.139,g
21.3128,9.624,9.5627,234.971,g
59.8603,21.2562,-10.7345,194.283,g
63.8575,26.1979,15.1106,79.0109,g
43.8241,16.8473,14.2963,243.784,g
81.2271,19.05,-3.2657,257.394,g
81.4904,24.5724,-16.52,225.232,g
22.9561,11.7472,-5.2572,195.301,g
71.0066,33.2264,-9.9478,178.232,g
27.5557,6.6472,5.4037,127.212,g
17.0648,7.4209,4.8799,231.783,g
59.8482,34.0838,12.5443,283.908,g
18.2437,11.8129,-11.4435,189.542,g
28.8738,8.0803,-3.6688,169.681,g
13.4055,10.3837,11.8453,124.402,g
27.6075,7.5854,3.8484,147.808,g
69.7856,30.207,19.7252,216.032,g
27.4069,22.8564,17.33,102.33,g
27.8728,14.7857,9.9961,179.094,g
167.85,12.7221,-9.467,64.9418,g
86.0772,18.1931,-19.4614,279.833,g
40.797,8.6015,-7.8112,184.556,g
22.2664,10.1037,9.9861,161.457,g
65.7604,24.5299,18.4476,266.438,g
26.9946,14.0507,10.334,159.167,g
24.9728,18.1846,10.9854,110.438,g
44.9551,18.914,-11.3157,182.324,g
19.3038,12.9565,-4.282,245.678,g
44.3696,17.8222,7.8892,248.103,g
62.3288,16.3919,10.5693,119.108,g
40.5589,26.001,-17.9254,166.699,g
48.5947,19.3468,-8.1838,219.858,g
23.4415,15.1862,10.7842,222.705,g
76.6778,20.1766,20.7574,257.408,g
46.7975,17.5907,-8.8063,185.042,g
68.3319,28.4667,20.1555,114.844,g
38.3285,18.183,12.6358,208.581,g
20.0062,10.9525,-9.9211,71.5935,g
92.5558,39.6185,22.5731,359.534,g
76.9732,19.9428,-15.7479,287.419,g
71.2934,32.3604,-32.8636,294.432,g
34.2265,24.0467,7.5914,144.794,g
35.225,18.2119,8.548,168.34,g
87.5279,23.7462,6.8093,296.422,g
25.7471,16.467,-14.6255,134.837,g
56.542,46.8944,61.6314,279.467,g
31.685,16.9763,13.2116,183.426,g
29.6104,13.9381,7.5289,27.9896,g
93.06,26.3056,-20.4546,261.179,g
67.8422,36.3001,20.7159,140.122,g
24.1434,0.0028,0,181.112,g
42.2599,20.1826,13.2484,139.883,g
47.504,20.1552,-3.0585,221.72,g
81.4337,32.5604,26.5058,290.058,g
60.2584,26.2875,19.7241,275.464,g
101.552,40.472,12.2065,318.629,g
64.9205,28.2735,-18.0229,143.302,g
59.0483,24.8113,14.0244,226.055,g
35.7533,18.1937,-5.5471,209.088,g
39.3749,19.9326,-10.6166,226.6,g
80.6253,27.1587,-12.3509,307.818,g
62.4341,40.7553,31.8603,328.353,g
25.9087,15.0075,7.6827,183.491,g
79.7198,25.455,-16.873,233.092,g
31.9568,17.1046,10.9228,233.674,g
26.6585,15.5999,-9.0758,243.223,g
22.4003,10.0684,-4.9499,186.46,g
25.7545,7.7716,5.1149,153.144,g
28.3882,13.6672,-9.0928,191.799,g
139.136,23.9501,-24.5622,241.478,g
41.1215,12.8906,11.5416,173.33,g
47.1009,23.5645,19.228,155.445,g
73.0376,22.2678,11.8337,282.813,g
24.9536,16.3245,-7.8145,129.657,g
31.8418,20.5389,14.404,174.561,g
122.595,35.7976,23.6593,291.848,g
93.7259,27.8761,-19.6776,165.461,g
55.968,14.1856,12.3666,222.656,g
25.1866,16.6027,9.8892,194.373,g
86.5392,44.0574,47.9927,214.05,g
67.3675,21.6919,-9.255,200.603,g
24.97,13.5539,-12.0332,149.155,g
50.2054,20.0516,-14.8623,205.736,g
23.8937,18.0731,-8.4548,158.392,g
18.3436,9.9863,-7.0224,123.784,g
62.6872,19.8937,12.5959,216.692,g
77.2949,24.0908,13.3581,230.41,g
87.5146,22.1137,-17.9863,263.99,g
92.9002,27.648,-28.4436,318.747,g
58.4242,12.1812,-11.5214,264.003,g
21.3644,6.9235,-6.3617,82.7555,g
35.7658,12.3442,10.0635,153.462,g
33.2935,16.2165,-5.2885,225.768,g
76.4172,23.2299,-7.1795,261.636,g
13.0998,10.8861,-11.0395,138.358,g
86.0885,36.2589,-4.0291,372.98,g
30.3428,15.1581,-6.7473,76.4942,g
12.9627,11.2948,-11.7542,137.259,g
79.7275,28.2803,-10.8305,222.653,g
101.165,27.0771,5.6413,355.033,g
72.0033,44.486,-31.5078,62.3561,g
34.475,23.8176,-14.8405,171.405,g
42.6815,17.6534,-6.9802,194.61,g
20.8139,8.5075,-1.3472,189.241,g
19.7129,9.4478,-3.8002,199.787,g
19.2975,9.9982,-4.1581,233.159,g
51.472,10.4108,-7.1886,176.559,g
19.1572,7.0447,2.8133,196.529,g
25.0832,11.5271,-9.8903,234.508,g
28.7994,11.9519,6.4978,223.234,g
26.8902,16.3246,8.6482,141.534,g
46.7996,28.0491,18.519,155.62,g
69.7429,27.4255,-5.4001,224.784,g
43.2269,23.174,10.3147,282.843,g
20.8834,12.9015,7.0717,231.214,g
81.9918,31.9306,-16.5316,241.16,g
19.1704,17.5386,15.7468,203.272,g
63.1931,20.5842,-14.8925,228.735,g
31.6299,26.834,-10.4033,132.66,g
15.2576,11.9421,-7.6607,37.5615,g
22.3486,10.7661,8.1003,132.545,g
29.3854,10.0191,11.82,153.614,g
69.7376,22.0464,-9.3744,245.704,g
95.4476,24.1218,-15.7422,255.995,g
18.3682,10.5026,-5.4332,115.972,g
65.6917,20.4169,16.1766,192.604,g
92.7752,1.141,-0.9609,326.514,g
23.602,17.0341,7.9662,79.4087,g
46.8511,20.0086,-18.5833,182.05,g
21.0701,9.7165,11.4202,111.115,g
40.7509,29.0026,-30.167,239.255,g
40.3394,18.3309,-11.8535,115.644,g
86.4015,30.646,17.1267,287.023,g
76.7605,21.3045,12.6649,279.831,g
81.2634,20.0779,19.9127,237.359,g
28.1067,13.507,9.4438,193.543,g
49.5412,18.069,-13.4591,202.579,g
20.8963,10.5549,-4.8137,158.436,g
99.9709,41.3621,20.8716,379.018,g
65.6748,18.7886,19.0372,294.649,g
21.491,15.6538,6.4868,161.573,g
49.6847,16.4927,10.4147,219.427,g
20.7424,10.3588,-10.9649,121.748,g
110.097,27.4314,18.7157,257.735,g
101.963,53.8539,-23.0436,246.456,g
55.4637,16.456,11.4383,172.289,g
48.6145,24.0409,17.9508,78.4377,g
67.8641,18.5765,14.0758,211.423,g
77.6016,25.8625,-12.5668,275.341,g
18.8638,7.0231,-2.664,167.844,g
29.7952,18.0364,12.8328,198.702,g
24.4367,0,0,157.149,g
25.3794,10.3391,7.0176,185.969,g
78.8852,11.1709,6.6305,262.414,g
27.9623,11.7168,-6.3207,149.648,g
12.3403,12.1511,-11.0697,272.18,g
86.8646,30.5756,16.4681,332.352,g
45.7402,18.7901,-13.7466,181.076,g
48.3776,23.7405,3.8219,202.663,g
78.1465,21.7463,-18.971,383.674,g
37.1941,22.1046,11.4137,78.257,g
24.5719,12.8338,-6.7702,216.425,g
71.4886,23.9922,-17.1485,283.428,g
21.6685,15.6788,-9.3747,166.474,g
33.6473,16.4682,-8.573,64.9293,g
39.5085,20.9302,19.4858,236.413,g
22.3722,9.5392,9.5819,168.334,g
90.2585,20.3062,20.2177,312.003,g
99.5314,19.1983,22.131,287.736,g
22.1571,14.7328,-3.9279,185.137,g
31.2236,12.0292,11.2367,65.8247,g
99.674,17.6964,-15.8127,276.091,g
20.7349,11.2396,-10.9841,140.395,g
116.268,26.7356,24.7932,280.236,g
30.0632,22.3774,-20.2517,132.394,g
37.8264,15.0317,-7.7151,174.051,g
19.83,7.3303,5.0346,108.464,g
80.2483,24.8864,-10.5092,252.371,g
29.4979,12.7272,9.0066,288.692,g
12.8427,11.3821,6.9418,183.979,g
18.1898,17.1594,17.334,104.287,g
24.9913,20.5808,-10.0377,229.259,g
22.6334,10.7394,-2.4762,256.424,g
22.3636,10.636,-9.5344,203.772,g
26.0112,11.2412,-3.9242,111.307,g
27.6855,20.8327,16.6199,79.6568,g
20.7502,16.4512,-11.4548,132.97,g
39.7607,20.618,-19.3439,140.55,g
21.6056,15.0938,13.2303,161.126,g
43.5004,21.3132,13.7546,166.936,g
12.9881,10.4816,4.7681,135.751,g
22.2067,10.355,-10.2401,151.512,g
18.3747,10.1736,-5.899,49.7125,g
65.7719,23.8371,8.0582,234.476,g
29.0153,20.734,-17.8315,154.146,g
20.9636,6.8796,-6.071,215.311,g
19.9388,12.6867,9.6364,118.118,g
23.5819,10.3709,-8.4932,229.378,g
65.1513,29.9163,-19.0741,323.143,g
63.0772,28.5331,14.7155,267.428,g
70.8301,24.4164,-14.1305,276.347,g
60.2779,20.7181,16.6354,187.995,g
18.0566,12.3393,2.6816,146.57,g
19.6663,6.9833,4.4315,109.869,g
29.343,14.3352,-10.1171,47.2501,g
20.7706,7.0894,-5.953,143.924,g
19.3382,12.613,-9.2856,237.436,g
28.0488,11.8991,11.4086,182.558,g
20.2339,18.7936,-11.544,64.4979,g
108.6,51.6088,26.2819,291.739,g
29.5906,18.5962,9.4868,130.696,g
50.8142,27.7736,-20.2304,187.57,g
24.4082,19.4895,7.9559,91.0575,g
62.4115,31.2051,25.8018,267.515,g
20.4405,7.2784,-5.7382,77.4207,g
20.1939,12.0628,-8.7804,131.568,g
21.0895,11.704,-8.2767,196.733,g
38.8799,21.5881,11.6233,185.251,g
35.3566,13.6785,7.6363,172.417,g
24.2769,16.841,-11.3661,212.428,g
24.2182,16.0602,-9.7284,158.347,g
12.6039,11.829,-10.1953,200.713,g
33.2729,17.7705,12.5337,155.029,g
29.9967,25.4047,11.6961,108.183,g
34.7572,12.3778,8.917,155.676,g
34.8237,18.5148,-7.5348,159.61,g
80.4024,27.0418,17.483,248.09,g
17.1244,11.0466,6.41,187.262,g
21.1916,16.5081,2.8633,286.074,g
39.5479,21.6209,16.8873,325.929,g
45.9104,20.7149,-14.1643,189.415,g
94.6741,33.5956,19.1019,305.609,g
73.1977,32.0477,19.7863,228.049,g
24.6708,14.9745,-9.3636,176.784,g
34.6124,19.7954,-14.5608,96.0238,g
25.0243,18.4051,-15.2108,141.123,g
39.9538,24.8292,13.6998,127.164,g
60.8614,21.4058,-15.2941,207.824,g
32.007,17.9917,7.9866,174.252,g
18.3681,10.479,-4.5183,143.021,g
22.0463,16.7734,8.1363,215.894,g
69.7508,34.8726,27.2597,295.405,g
75.611,29.5493,33.4573,296.378,g
24.1674,18.4684,12.9669,229.638,g
26.04,9.8212,-6.9071,94.5966,g
75.4576,36.3955,-24.2944,255.246,g
21.5261,10.2191,-9.1012,216.857,g
23.393,17.642,-15.3245,175.294,g
63.3996,24.6266,-9.0404,213.275,g
30.4343,11.7743,-11.0628,217.838,g
45.467,14.6861,-6.9127,222.084,g
21.5265,19.2545,-16.5139,78.0479,g
112.948,39.3367,-18.3524,197.973,g
